Datetime,Open,High,Low,Close,Volume
2019-03-18T00:00:00,3905.4,3926.6,3901.2,3924,9.17193279523599
2019-03-18T01:00:00,3924,3956.6,3924,3937.8,11.6292717405595
2019-03-18T02:00:00,3938.3,3947.1,3934.3,3943.6,9.09608179706265
2019-03-18T03:00:00,3943.7,3944.1,3927.5,3928.1,3.22060092831089
2019-03-18T04:00:00,3928.2,3933.3,3917.9,3921.2,5.71974087240415
2019-03-18T05:00:00,3921.2,3925.2,3889.4,3889.5,9.79353578161681
2019-03-18T06:00:00,3889.5,3900.9,3883.6,3895.6,9.35078379150946
2019-03-18T07:00:00,3895.6,3898.1,3888.2,3897.1,6.55299485386058
2019-03-18T08:00:00,3897,3908.3,3893.1,3907,8.74450980479014
2019-03-18T09:00:00,3907,3908.5,3893.1,3895.3,4.23688590572237
2019-03-18T10:00:00,3895.4,3898.8,3886.8,3893,6.49343885509006
2019-03-18T11:00:00,3893.3,3902.7,3874.7,3898.3,8.73606580518208
2019-03-18T12:00:00,3898.6,3909,3896.9,3902,9.83694678037136
2019-03-18T13:00:00,3902.3,3906.2,3900.5,3904.8,5.65379687382665
2019-03-18T14:00:00,3904.8,3905.2,3896.5,3901,4.01072391076013
2019-03-18T15:00:00,3901,3907.4,3900.9,3906.8,4.43778790102806
2019-03-18T16:00:00,3907,3908.1,3905,3906.1,4.61283089708013
2019-03-18T17:00:00,3906.2,3907,3898.8,3903.8,7.43566683398967
2019-03-18T18:00:00,3903.8,3905.5,3900.6,3901.6,5.0448878874904
2019-03-18T19:00:00,3901.6,3902.8,3898.7,3902.8,4.00752391056994
2019-03-18T20:00:00,3903.3,3917.1,3903.1,3911.9,12.5168417204695
2019-03-18T21:00:00,3911.9,3917.7,3911.7,3913.7,6.36060685816301
2019-03-18T22:00:00,3913.2,3916.8,3912.8,3915.2,2.80395993770799
2019-03-18T23:00:00,3915,3916.3,3905.8,3910.1,7.74371182714822
2019-03-19T00:00:00,3910.1,3922.7,3908.7,3921.6,8.66035280657525
2019-03-19T01:00:00,3921.6,3925,3914.2,3915.1,5.62337387460866
2019-03-19T02:00:00,3915.1,3919,3914,3915.4,3.71286991730449
2019-03-19T03:00:00,3915.4,3918.2,3914,3914,5.57266387558775
2019-03-19T04:00:00,3914,3915.4,3890,3897.4,7.24005083860538
2019-03-19T05:00:00,3897.3,3906.8,3896.1,3902.3,6.99449684387037
2019-03-19T06:00:00,3902.4,3906.7,3898.5,3898.6,6.39866885724769
2019-03-19T07:00:00,3898.6,3902.2,3893.9,3901.7,5.71267887267459
2019-03-19T08:00:00,3901.6,3902.3,3896.8,3900.9,0.597448986969539
2019-03-19T09:00:00,3900.9,3915.8,3900.5,3912.9,5.99876086615222
2019-03-19T10:00:00,3913,3919.6,3908.8,3915,6.45601885607175
2019-03-19T11:00:00,3915.1,3916.6,3904.1,3907.2,7.78091882627632
2019-03-19T12:00:00,3907,3913,3903.2,3907.9,7.48931583302328
2019-03-19T13:00:00,3908.1,3912.6,3907.1,3911.6,9.25154879342153
2019-03-19T14:00:00,3911.6,3930.7,3909.7,3916,10.4866297659173
2019-03-19T15:00:00,3916.3,3921.5,3911.1,3920.3,6.51035185466753
2019-03-19T16:00:00,3920.3,3938.4,3919.7,3931.1,8.6124108076765
2019-03-19T17:00:00,3931.1,3951.6,3929,3934.3,14.6570056727796
2019-03-19T18:00:00,3934.2,3942.4,3926.7,3927.8,7.23585283856664
2019-03-19T19:00:00,3927.7,3936.6,3922.2,3934.6,8.86318880204635
2019-03-19T20:00:00,3934.6,3938.4,3929.6,3932.4,5.52941387658029
2019-03-19T21:00:00,3932.3,3932.3,3924,3928.7,6.80593684817723
2019-03-19T22:00:00,3928.3,3937.5,3928.2,3933.6,5.94098386733276
2019-03-19T23:00:00,3933.6,3943.1,3932.3,3939.3,7.83167582511669
2019-03-20T00:00:00,3940.6,3957.5,3904.1,3909.7,11.070198752961
2019-03-20T01:00:00,3909.5,3921.3,3909.5,3914.1,11.8145907362778
2019-03-20T02:00:00,3913.9,3924.3,3913.4,3915.9,10.1562677734764
2019-03-20T03:00:00,3915.9,3922.8,3912.1,3917.5,12.9682617106882
2019-03-20T04:00:00,3917.5,3918.9,3913.6,3917.7,4.59567489743313
2019-03-20T05:00:00,3917.7,3928.3,3916.6,3927.1,4.42783690125361
2019-03-20T06:00:00,3927.1,3930.6,3919.3,3920.7,2.1425919525791
2019-03-20T07:00:00,3920.7,3936.7,3919.8,3925.7,6.76788384927204
2019-03-20T08:00:00,3925.6,3935.5,3925.4,3930,3.77293391592684
2019-03-20T09:00:00,3930,3930.1,3915.3,3915.3,3.31640192607301
2019-03-20T10:00:00,3915.3,3936.7,3907.4,3934,15.4396776551439
2019-03-20T11:00:00,3933.9,3944.9,3930.7,3934.9,9.54131778693409
2019-03-20T12:00:00,3934.8,3939.7,3927.1,3939.3,4.46039090059639
2019-03-20T13:00:00,3939.3,3941.7,3936,3938.6,4.5224088991672
2019-03-20T14:00:00,3938.5,3943.8,3933.2,3943.8,6.0881348640014
2019-03-20T15:00:00,3943.8,3946.7,3933.5,3939.6,8.94472080028208
2019-03-20T16:00:00,3939.6,3959.2,3936.2,3942.9,15.9645526433742
2019-03-20T17:00:00,3943,3945,3935.3,3938.1,6.22701086102461
2019-03-20T18:00:00,3938.1,3950.7,3938.1,3948.3,9.60993278534443
2019-03-20T19:00:00,3948.3,3954.1,3948.1,3953.1,6.96717884448299
2019-03-20T20:00:00,3953.4,3958.4,3949.9,3950.6,5.61206787473566
2019-03-20T21:00:00,3950.6,3954.1,3948.5,3949.2,8.92694980060332
2019-03-20T22:00:00,3949.3,3986.6,3948.9,3972.1,13.8454506909329
