Datetime,Open,High,Low,Close,Volume
2020-04-12T00:00:00,7073.1,7096.6,6844.9,6852.3,101.586008733244
2020-04-13T00:00:00,6852.2,6852.3,6534.8,6803.3,942.645844975137
2020-04-14T00:00:00,6803.4,6929.3,6722,6819.9,960.582381562155
2020-04-15T00:00:00,6819.5,6883,6551.6,6565.2,662.785176236939
2020-04-16T00:00:00,6565.1,7155.6,6423.9,7056.8,1027.61192411958
2020-04-17T00:00:00,7057,7097.3,6945,7004.4,807.543144987758
2020-04-19T00:00:00,7091.6,7148.1,7064,7074.1,108.308867581
2020-04-20T00:00:00,7074.1,7166.7,6704.9,6783.7,1040.21862577897
2020-04-21T00:00:00,6782.9,6897.2,6719,6797.2,851.302745995519
2020-04-22T00:00:00,6797.3,7111.3,6771.5,7080.1,750.901021234808
2020-04-23T00:00:00,7080.5,7706.1,6980.3,7434.3,984.134566038381
2020-04-24T00:00:00,7433.9,7553.7,7340.7,7477.3,599.340455649595
2020-04-26T00:00:00,7599.5,7651.2,7534.9,7649.5,73.7936763535945
2020-04-27T00:00:00,7649.2,7742.4,7582.9,7734.1,826.070955566869
2020-04-28T00:00:00,7734.1,7740.4,7616.3,7703.1,732.029482661339
2020-04-29T00:00:00,7703.1,8916.7,7672.8,8734,1248.78931413323
2020-04-30T00:00:00,8733.9,9413.9,8355.8,8571.3,1479.70655501937
2020-05-01T00:00:00,8570.8,9013.8,8566.7,8676.1,893.521810109378
2020-05-03T00:00:00,8777.8,8908.7,8754,8850.3,92.8278299342892
2020-05-04T00:00:00,8850.3,8912.7,8480.3,8829,992.452934898145
2020-05-05T00:00:00,8829.1,9065.1,8732.2,8969.7,969.468298402477
2020-05-06T00:00:00,8969.8,9353.2,8867,9107.2,1041.69666978571
2020-05-07T00:00:00,9107.2,10016.2,8988.5,9949.7,1234.21226149457
2020-05-08T00:00:00,9949.8,9994.7,9676.9,9944.1,971.579796337814
2020-05-10T00:00:00,8675,8783.2,8529,8679.7,113.10416348018
